news_id,news_date,news_title,news_content,jo_freq,per_freq,org_freq,author_freq,affiliation_freq
03-11-020_reuters,2011-06-24,Common drug effect ups elderly death risk: study,"A side effect of many commonly used drugs, including antihistamines and antidepressants, appears to increase the risk of reduced brain function and early death in older people, according to a study published on Friday.

Scientists from Britain's University of East Anglia who led the work said the findings showed it was vital for doctors to regularly review drugs taken by elderly patients to ensure the cumulative risks of side-effects did not outweigh the benefits.

""Our results show a potentially serious effect on mortality,"" Chris Fox, of UEA's Norwich Medical School, told reporters at a briefing in London.

The study, published in the Journal of the American Geriatrics Society, is the first systematic investigation into the long-term impact of anticholinergic activity -- a known potential side-effect of many prescription and over-the-counter drugs which affects the brain by blocking a key neurotransmitter called acetylcholine.

Many common medicines -- including the antihistamine Piriton and antidepressants brands Elavil, Tryptizol, Laroxyl and Anafranil -- have some anticholinergic effect and many are frequently taken by older people.

""One of the issues is that as we age, we tend to be prescribed more medicines which have an anticholinergic effect, increasing the overall burden,"" said Ian Maidment, a mental health pharmacist in Britain's National Health Service (NHS).

""MINIMISE HARM""

The researchers devised a ranking system which they called the AntiCholinergic Burden (ACB) score for the anticholinergic effects of more than 80 common prescription and over-the- counter drugs. They assigned them scores of 0 for no effect, 1 for mild effect, 2 for moderate effect and 3 for severe effect.

They then used this system to analyze more than 13,000 British men and women aged 65 and over for a two-year period.

They found that 20 percent of participants taking drugs with a total ACB of four or more had died by the end of the two-year study, compared with only 7 percent of those taking no anticholinergic drugs. For every extra ACB point, the odds of dying increased by 26 percent, they found.

Those taking drugs with a combined ACB of five or more scored more than 4 percent lower in a cognitive function tests than those taking no anticholinergic drugs -- a finding that confirmed evidence from previous smaller studies of a link between anticholinergics and mental decline.

And the increased risks from taking anticholinergic drugs were found to be cumulative, based on the number of medicines taken and the strength of each drug's anticholinergic effect.

""It's important to scrutinize medications given to older people very carefully to try to minimize harm as well as gain the desired benefit,"" said Carol Brayne of the University of Cambridge, who also worked on the study.

The researchers said other medications with the ABC impact included tranquilizers such as trifluoperazine, sometimes known by the brand name Stelazine, the heart drug nifedipine which is sold in extended release form by Mylan and Bayer, painkillers such as codeine, the common asthma treatment beclometasone, and the epilepsy drug Carbamazepine, sold as Carbatrol by Shire.

Fox said that, wherever possible, doctors should ""avoid prescribing multiple drugs with anticholinergic effects.""

Susanne Sorensen, head of research at the Alzheimer's Society, who was not involved in the study, said its findings must be taken seriously, particularly since loss of cognitive function can be a precursor to the mind-robbing Alzheimer's disease and other forms of dementia.

SOURCE: bit.ly/ktyLS3 Journal of the American Geriatrics Society, online June 24, 2011.","{""Journal of the American Geriatrics Society"": 2}","{""Chris Fox"": 1, ""Ian Maidment"": 1, ""Carol Brayne"": 1, ""Fox"": 1, ""Susanne Sorensen"": 1}","{""University of East Anglia"": 1, ""UEA"": 1, ""Norwich Medical School"": 1, ""the Journal of the American Geriatrics Society"": 1, ""National Health Service"": 1, ""NHS"": 1, ""ACB"": 1, ""the University of Cambridge"": 1, ""ABC"": 1, ""Mylan"": 1, ""Bayer"": 1, ""Shire"": 1, ""the Alzheimer's Society"": 1, ""the American Geriatrics Society"": 1}","{""Chris Fox"": 1, ""Fox"": 1, ""Ian Maidment"": 1, ""Carol Brayne"": 1}","{""University of East Anglia"": 1, ""UEA"": 1, ""Norwich Medical School"": 1, ""the Journal of the American Geriatrics Society"": 1, ""the American Geriatrics Society"": 2, ""National Health Service"": 1, ""NHS"": 1, ""the University of Cambridge"": 1, ""ABC"": 1, ""Mylan"": 1, ""Bayer"": 1, ""Shire"": 1, ""the Alzheimer's Society"": 1}"
14-11-020_mirror,2011-08-17,BLOOD CLOT QUIZ COULD BE LIFESAVER;,"PAtiENtS could lower their chance of developing potentially fatal blood clots with an online test.

Patients can visit qthrombosis.org, key in their health details and receive a blood clot risk score. 

if it flags a concern, they can visit their GP for treatment to try to prevent the potentially fatal condition, which is called venous thromboembolism.

Nottingham University experts, who created the quiz, found the risk for both men and women rose with age, body mass index and number of cigarettes smoked.

Some medicines and health issues also had an effect.

the quiz could be integrated into GP computer systems and used to risk assess patients, the experts said.

they added: ""Research is needed to assess how best to use the quiz and whether, it will have any impact on health outcomes.""

Blood clots kill 25,000 people per year in England.",,{},"{""PAtiENtS"": 1, ""Nottingham University"": 1}",,"{""Nottingham University"": 1}"
02-11-031_dailymail,2011-08-04,Haven't we met before? Why we recognise someone's face but struggle to remember their name,"It happens to all of us - you bump into someone you recognise but whose name you simply cannot remember.

Now scientists have identified why we are often unable to link a face with a name.

We stand a much better chance of remembering a name if we have extra clues as to where, or when, we first encountered the person, researchers from the University of Bristol said.



The study found that when we need to remember that a particular object, for example a face, occurred in a particular place, or at a particular time, multiple brain regions have to work together - not independently.

It has been known for some time that three brain regions appear to have specific roles in memory processing.

The perirhinal cortex seems to be critical for our ability to recognise whether an individual object is novel or familiar; the hippocampus is important for recognising places and for navigation; while the medial prefrontal cortex is associated with higher brain functions. 

 

The Bristol researchers, however, are the first to look at situations where these brain regions interact all together, rather than considering each one individually.

Co-lead researcher Dr Clea Warburton said: 'We are very excited to discover this important brain circuit.

'We're now studying how memory information is processed within it, in the hope we can then understand how our own ""internal library"" system works.'

The team investigated the neural basis of our ability to recognise different types of stimuli under different conditions.

Of specific interest were two types of recognition memory: ‘object-in-place recognition memory’ (remembering where we put our keys), and ‘temporal order recognition memory’ (when we last had them). 

Neither ‘object-in-place’ or ‘temporal order recognition’ memories could be formed if communication between the hippocampus and either the perirhinal cortex, or the medial prefrontal cortex, was broken.

In other words, disconnecting the regions prevented the ability to remember both where objects had been, and in which order.

Finding that these regions must all act together has important implications for understanding memory and helping treat people with memory disorders such as Alzheimer’s disease.

The research is published in the Journal of Neuroscience.","{""the Journal of Neuroscience"": 1}","{""Clea Warburton"": 1}","{""the University of Bristol"": 1, ""the Journal of Neuroscience"": 1}","{""Clea Warburton"": 1}","{""the University of Bristol"": 1, ""the Journal of Neuroscience"": 1}"
15-11-013_dailymail,2011-07-27,BRAIN POWER LIGHTS UP THE DARK NORTH,"FOR Northerners tiring of those old jokes about them being less than bright, help is at hand.

Scientists say the Northern brain is actually bigger than those of the South.

But before Northerners round triumphantly on their pea-brained Southern crictics, big doesn't necessarily mean smarter.

Instead, the extra grey matter simply helps them see clearly in the lower light levels that come with living at high latitudes.

To put it another way, Northern dimness led to the evolution of bigger brains.

The intriguing theory comes from Oxford University scientists who measured the brain volume of 55 skulls from around the world.

Some were English, others came from as far afield as China, Africa and the Pacific Islands.

Plotting brain volume with the geographical location of the person's country clearly showed that the further north they lived, the bigger their brain.

Scandinavians had the most brain power and Pacific Islanders the least.

Measurements of the eye sockets also showed that those from northern climes had bigger eyes.

Finally, the research team showed that the eyesight of those living in the north is just as good as those based near the equator, despite their days being illuminated by less of the sun's light.

Researcher Eiluned Pearce, from the university's school of anthropology, said that this suggests that the bigger brains and eyes are needed to see properly in dimmer light.

'As you move away from the equator, there's less light available, so humans have had to evolve bigger and bigger eyes.

Their brains also need to be bigger to deal with the extra visual input.' 

Northerners, however, should not get too big-headed as the researcher added: 'Having bigger brains doesn't mean that higher latitude humans are smarter, it just means they need bigger brains to be able to see well where they live.'

The study, published in the Royal Society journal Biology Letters, took into account other factors that could have affected the results, including the fact that people living at higher latitudes are physically bigger over all.

The study did not examine differences in brain size in individual countries, however these are expected to be bigger in long, thin countries such as Brazil and Chile.

In the UK, there may be very slight differences between northern and southern cities Ð if they haven't been wiped out by the population mixing over the years.","{""Biology Letters"": 1}","{""Eiluned Pearce"": 1}","{""Oxford University"": 1, ""the Royal Society"": 1, ""Biology Letters"": 1}","{""Eiluned Pearce"": 1}","{""Oxford University"": 1, ""the Royal Society"": 1, ""Biology Letters"": 1}"
15-11-013_sun,2011-07-27,"EEEE BAAH CEREBRUM; Northerners have bigger brains, scientists reveal","PEOPLE have bigger brains the further North they hail from, scientists revealed yesterday.

But before they get swell heads, it is NOWT to do with them being more intelligent than southerners.

The reason for the tiny difference is that they have to live with less light.

Their brains have evolved - along with slightly larger eyes - simply to cope with it being dim up North.

Eiluned Pearce, of Oxford University's School of Anthropology, explained: ""As you move away from the equator, there's less and less light available, so humans have had to evolve bigger and bigger eyes.

""Their brains also need to be bigger to deal with the extra visual input.""

She added after leading a team that measured the eyes sockets and brain capacity of 55 ancient skulls from around the world, including England: ""Having bigger brains doesn't mean that higher latitude humans are smarter.""

The study - published in the Royal Society journal Biology Letters - found that early humans swiftly adapted to lower light levels as they migrated from Africa.

The brains of ancient Brits were found to be 26 millilitres in size, close behind those of Scandinavians, who boasted the biggest.

Meanwhile humans living near the equator had 22-millilitre brains.

Oxford Professor Robin Dunbar, director of the Institute of Cognitive and Evolutionary Anthropology, said of the migrants: ""They seem to have adapted their visual systems surprisingly rapidly to cloudy skies, dull weather and long winters.""","{""Biology Letters"": 1}","{""Eiluned Pearce"": 1, ""Robin Dunbar"": 1}","{""Oxford University's"": 1, ""School of Anthropology"": 1, ""the Royal Society"": 1, ""the Institute of Cognitive and Evolutionary Anthropology"": 1}",,"{""Oxford University's"": 1, ""School of Anthropology"": 1, ""the Royal Society"": 1, ""the Institute of Cognitive and Evolutionary Anthropology"": 1}"
15-11-013_mirror,2011-07-27,AY-UP! NORTHERNERS HAVE BIGGER BRAINS; ..BUT ONLY BECAUSE IT'S DIM OOP NORTH,"YOU can accuse workshy, sexist, bolshie Andy Capp of many things but he's no fool.

Behind that gormless expression he is using his extra large loaf to do more loafing.

In fact, as a Hartlepool resident, Andy will have more upstairs than any southern counterpart.

Scientists have found that northerners have bigger brains - to help them see in the gloomy light.

They studied 55 skulls from 12 peoples across the world and found eye sockets and brains get bigger further from the Equator to cope with dull light and long winters.

Research found the biggest brains belonged to Scandinavians with the smallest being Micronesians in the western Pacific ocean.

Other skulls looked at were from see page 46 for today's England, Australia, Canary Islands, China, France, India, Kenya, Somalia, uganda and the uSA.

Sadly, for northerners, the report in the journal Biology Letters said bigger brains did not mean they are smarter.

We're sure Andy would disagree.","{""Biology Letters"": 1}","{""Andy Capp"": 1, ""Andy"": 2}","{""SA"": 1, ""Biology Letters"": 1}","{""Andy Capp"": 1, ""Andy"": 1}",
15-11-013_express,2011-07-27,Why Northerners have bigger brains,"IT may confirm what half the country has thought all along but now it's official - Northerners really do have bigger brains.

Scientists say the further away from the equator people live, the more grey matter they have, which some will no doubt be tempted to believe explains the mental aptitude of brainy Northerners like particle physicist Brian Cox, 43, from Chadderton, Lancashire.

The long list could also include former Countdown presenter and maths genius Carol Vorderman, 50, who grew up in Prestatyn, North Wales, or poet William Wordsworth, born in Cockermouth, Cumbria.

The study reveals that the further north people live from the equator, the more likely they are to have larger eyes.

It is thought they are necessary to see in the reduced light levels of the northern hemisphere.

The size of the eye sockets and the part of the brain that deals with sight are therefore bigger.

Researchers measured 55 skulls from museum collections dating to the 1800s, from 12 different populations from across the globe.

They found the size of the brain and eye sockets rose in line with the latitude of the country of origin.

It is not quite a good enough reason for Northerners to get smug, however.

For it is only the part of the brain connected to sight which increases, which doesn't have much effect on our intelligence.

Professor Robin Dunbar, one of the paper's Oxford University authors, said: ""Unfortunately it does not mean that everybody with a bigger brain is a superhero.

""People who live at higher latitudes do seem to have larger brains but this is because the brain's visual processing area at the back of the brain is larger.

""It seems that in the grim north there are lots of dark days and long nights, so the size of the eyeball increases to cope, and the brain also increases to process the information.

It doesn't mean that these people can see any better, just that the eye has adapted to the environment.""

Scientists are looking into whether brain size in live people correlates in the same way.

But Prof Dunbar added: ""This is much more difficult with modern travel as people can move all over the globe, making it difficult to correlate brain size to location.""

Lead researcher Eiluned Pearce, from Oxford University's School of Anthropology, said: ""As you move away from the equator, there's less and less light available, so humans had to evolve bigger eyes.

""Their brains also need to be bigger to deal with the extra visual input.

""Having bigger brains doesn't mean that higher latitude humans are smarter, it just means they need bigger brains to be able to see well where they live.""

The study is published in the journal Biology Letters.","{""Biology Letters"": 1}","{""Brian Cox"": 1, ""Carol Vorderman"": 1, ""William Wordsworth"": 1, ""Robin Dunbar"": 1, ""Prof Dunbar"": 1, ""Eiluned Pearce"": 1}","{""Oxford University"": 1, ""Oxford University's"": 1, ""School of Anthropology"": 1, ""Biology Letters"": 1}","{""Robin Dunbar"": 1, ""Prof Dunbar"": 1, ""Eiluned Pearce"": 1}","{""Oxford University"": 2, ""Oxford University's"": 1, ""School of Anthropology"": 1, ""Biology Letters"": 1}"
15-11-013_telegraph,2011-07-27,"It's dim up north, but it gives you a bigger brain; Southerners are smaller-minded, study finds","NORTHERNERS have been given new reason to lord it over their southern counterparts: they are likely to have bigger brains.

But before they start feeling too smug, southerners have the perfect retort: a bigger brain does not make you more intelligent.

An Oxford University study has found that people from countries further from the equator have evolved more grey matter and larger eyes than those from sunnier climes.

This is because living in areas with long, dark winters and cloudy skies means that the eyes and brain have to work harder to process images.

Having wider pupils allows the eyes to take in more light, while a bigger retina is able to distinguish more detail, producing a higher-resolution image.

A bigger brain is required to deal with all the extra information.

Researchers said the findings could theoretically apply to different communities within a particular country, meaning that people in the North of Britain might have larger brains than those in the South.

Northerly populations evolved to cope with short periods of daylight after migrating to Europe and northern Asia up to 40,000 years ago.

Analysis of 55 skulls from 12 countries, dating from the 1800s, showed that those from northern areas had larger eye sockets and brain cavities than those from equatorial regions.

While the English had an average brain capacity of 1.4litres, the figure in Micronesia, which lies very near the equator, was just 1.2litres.

In contrast Scandinavians, the most northerly population tested, had a brain capacity of 1.48litres.

A similar difference was seen in eye volume, with English skulls indicating an average of 26.22ml, compared with 26.83 in Scandinavia and 21.83 in Micronesia.

Eiluned Pearce, a postgraduate student who led the research, said: ""As you move away from the equator, there's less and less light available, so humans have had to evolve bigger and bigger eyes.

Their brains also need to be bigger to deal with the extra visual input.

""Having bigger brains doesn't mean that higher latitude humans are smarter, it just means they need bigger brains to be able to see well where they live.""

Although the tests did not examine differences between skulls from different parts of the same country, Miss Pearce said the data could mean someone that with an entirely Scottish or northern English heritage may have a larger brain and eyes than someone whose ancestors were all from the South.

Any difference would likely be minimal because the difference in light levels between the North and South is slight and interbreeding within Britain would dilute any evolutionary change, she added.

Professor Robin Dunbar, the director of the Institute of Cognitive and Evolutionary Anthropology at Oxford, and a coauthor of the study, said: ""Humans have only lived at high latitudes in Europe and Asia for a few tens of thousands of years, yet they seem to have adapted their visual systems surprisingly rapidly to the cloudy skies, dull weather and long winters we experience at these latitudes.""

The study took into account of the fact that people living in more northerly areas were generally bigger built overall and the possibility that eye socket size could also be linked to the need to have more fat to insulate the eyeball in cold weather.

Other research has shown that birds which sing earliest in the dawn chorus have relatively bigger eyes, and animals which are nocturnal have larger eyes than those that eat and forage during the day.

""Having bigger brains doesn't mean that higher latitude humans are smarter.",,"{""Eiluned Pearce"": 1, ""Pearce"": 1, ""Robin Dunbar"": 1}","{""Oxford University"": 1, ""the Institute of Cognitive and Evolutionary Anthropology"": 1, ""Oxford"": 1}","{""Eiluned Pearce"": 1, ""Pearce"": 2, ""Robin Dunbar"": 1}","{""Oxford University"": 1, ""Oxford"": 2, ""the Institute of Cognitive and Evolutionary Anthropology"": 1}"
15-11-013_bbcnews,2011-07-27,Dark winters 'led to bigger human brains and eyeballs',"Humans living at high latitude have bigger eyes and bigger brains to cope with poor light during long winters and cloudy days, UK scientists have said.

The Oxford University team said bigger brains did not make people smarter.

Larger vision processing areas fill the extra capacity, they write in the Royal Society's Biology Letters journal.

The scientists measured the eye sockets and brain volumes of 55 skulls from 12 populations across the world, and plotted the results against latitude. 

Lead author Eiluned Pearce told BBC News: ""We found a positive relationship between absolute latitude and both eye socket size and cranial capacity.""

The team, from the Institute of Cognitive and Evolutionary Anthropology, used skulls dating from the 1800s kept at museums in Oxford and Cambridge. 

The skulls were from indigenous populations ranging from Scandinavia to Australia, Micronesia and North America. 

Largest brain cavities 

The largest brain cavities came from Scandinavia, while the smallest were from Micronesia. 

Eiluned Pearce said: ""Both the amount of light hitting the Earth's surface and winter day-lengths get shorter as you go further north or south from the equator.

""We found that as light levels decrease, humans are getting bigger eye sockets, which suggests that their eyeballs are getting bigger.

""They are also getting bigger brains, because we found this increase in cranial capacity as well. 

""In the paper, we argue that having bigger brains doesn't mean that high-latitude humans are necessarily smarter.

It's just they need bigger eyes and brains to be able to see well where they live."" 

The work indicates that humans are subject to the same evolutionary trends that give relatively large eyes to birds that sing first during the dawn chorus, or species such as owls that forage at night. 

Co author Prof Robin Dunbar said: ""Humans have only lived at high latitudes in Europe and Asia for a few tens of thousands of years, yet they seem to have adapted their visual systems surprisingly rapidly to the cloudy skies, dull weather and long winters we experience at these latitudes."" 

The team took into account the overall body size of each individual by measuring the foramen magnum - the hole in the base of the skull that attaches to the spinal column. 

They also controlled for the possibility that the larger eye sockets were needed for extra fat around the eyeball to insulate them from freezing temperatures. 

The team intends to do more work on establishing a firm link between eyeball size and enhanced visual processing areas in the brain, and to replicate the link found in the 55 original skulls with further study on specimens from other museums.","{""Biology Letters"": 1}","{""Eiluned Pearce"": 2, ""Robin Dunbar"": 1}","{""Oxford University"": 1, ""the Royal Society's"": 1, ""Biology Letters"": 1, ""BBC News"": 1, ""the Institute of Cognitive and Evolutionary Anthropology"": 1}","{""Eiluned Pearce"": 2, ""Robin Dunbar"": 1}","{""Oxford University"": 1, ""the Royal Society's"": 1, ""Biology Letters"": 1, ""the Institute of Cognitive and Evolutionary Anthropology"": 1}"
15-11-013_reuters,2011-07-27,"It's dim up North, so people need bigger brains","People from northern parts of the world have evolved bigger brains and larger eyes to help them to cope with long, dark winters and dim skies, scientists said on Wednesday.

Researchers from Oxford University studied the eye sockets and brain capacity of 55 human skulls from 12 different populations across the world and found that the further human populations live from the equator, the bigger their brains.

It's not because they are smarter, however, but because they need bigger vision areas in the brain to cope with the low light levels at high latitudes, the scientists said in a report of their findings in the journal Biology Letters.

""As you move away from the equator, there's less and less light available, so humans have had to evolve bigger and bigger eyes,"" said Eiluned Pearce from Oxford's School of Anthropology, who led the study. 

Their brains also need to be bigger to deal with the extra visual input.

""Having bigger brains doesn't mean that higher latitude humans are smarter, it just means they need bigger brains to be able to see well where they live.""

The skulls used in the study dated back to the 1800s and included samples from indigenous populations of England, Australia, Canary Islands, China, France, India, Kenya, Micronesia, Scandinavia, Somalia, Uganda and the United States.

The researchers plotted the volume of the eye sockets and brain cavities against the latitude of the central point of each individual's country of origin and found that the size of both the brain and the eyes could be directly linked to the latitude of the country.

Oxford's Robin Dunbar, who also worked on the study, said the results showed the speed at which humans had evolved to cope with the challenges of new habitats.

""Humans have only lived at high latitudes in Europe and Asia for a few tens of thousands of years, yet they seem to have adapted their visual systems surprisingly rapidly to the cloudy skies, dull weather and long winters,"" he said.

The researchers said that from measuring the brain cavity, the study suggested the biggest brains belonged to populations who lived in Scandinavia, and the smallest belonged to Micronesians.","{""Biology Letters"": 1}","{""Eiluned Pearce"": 1, ""Robin Dunbar"": 1}","{""Oxford University"": 1, ""Biology Letters"": 1, ""School of Anthropology"": 1, ""Oxford"": 1}","{""Eiluned Pearce"": 1, ""Robin Dunbar"": 1}","{""Oxford University"": 1, ""Oxford"": 2, ""School of Anthropology"": 1}"
15-11-013_metro,2011-07-27,"It's dim up north, so eyes are bigger","PEOPLE living far north of the equator have developed bigger eyes - and brains - to cope with the dark, long winters and grey skies.

Scientists measured eye sockets and brain capacity of 55 skulls from 12 populations across the world.

The further north, the bigger their eyes and brains, and Scandinavians - such as Ulrika Jonsson - had the biggest.

Eye socket volume varied from 22mm near the equator to 26mm at latitudes of 45 to 60 degrees, which includes Britain, according to the Royal Society journal Biology Letters.

Lead researcher Eiluned Pearce, from Oxford University's School of Anthropology, said: 'Away from the equator, there's less light, so humans have had to evolve bigger eyes.

Their brains need to be bigger to deal with the extra visual input.

It does not mean higher latitude humans are smarter, they need bigger brains to see well where they live.'","{""Biology Letters"": 1}","{""Ulrika Jonsson"": 1, ""Eiluned Pearce"": 1}","{""the Royal Society"": 1, ""Biology Letters"": 1, ""Oxford University's"": 1, ""School of Anthropology"": 1}","{""Ulrika Jonsson"": 1, ""Eiluned Pearce"": 1}","{""the Royal Society"": 1, ""Biology Letters"": 1, ""Oxford University's"": 1, ""School of Anthropology"": 1}"
08-11-008_sun,2011-04-15,Wrinkles rumbled,"A NEW discovery could help beat wrinkles and other signs of ageing and let people live longer.

Scientists have identified eight genes that control levels of a steroid linked to age span.

Less of the steroid is produced by the adrenal gland as a person ages.

Experts will seek ways to make the genes more effective.

Steroid supplements may also help.

Scientists studied 14,846 people from Europe and the US.

Researcher Dr Guangju Zhai, of King's College, London, said it may be possible ""in theory"" to banish wrinkles and other ageing signs.",,"{""Guangju Zhai"": 1}","{""King's College"": 1}","{""Guangju Zhai"": 1}","{""King's College"": 1}"
08-11-008_express,2011-04-15,Found: Genes that hold the secret of longer life,"SCIENTISTS have found eight genes that could help us to live longer, healthier lives.

The key to stop the distressing signs of ageing may lie in a steroid found in blood.

If scientists could alter how this steroid - known as DHEAS - works, then the ageing process could be slowed down.

Until now, there has been no way of knowing what role the steroid plays in ageing.

But Dr Guangju Zhai, from King's College London, whose research team identified the eight vital genes, said the discovery will help scientists gauge how much the steroid is to blame.

He said: ""It has been a mystery how DHEAS functions.

""This new research offers a new insight into how the body controls levels of DHEAS and why it dwindles with age.""

Previous studies have shown that the steroid reaches a peak at around 25 or 30.

But as we get older, levels plummet.

By the time we reach 85 years old it has diminished by 95 per cent.

The steroid has been linked to diseases that occur as we age, such as diabetes and certain cancers.

But it is not clear if it causes us to age, or is a by-product of ageing itself.

The theory has created such excitement in America that supplements containing the steroid are already being added to popular anti-ageing products.

Two of the genes have already been linked to ageing and two others to age-related diseases.

Now the King's College team says it now needs to carry out more detailed studies on the other four genes.

And researchers also need to understand whether different people carry different variants of this gene.

This would mean some people have higher levels of the steroid for longer and so avoid age related ill health for longer.

Understanding this could eventually lead to new treatments to block the process or offer the steroid as a supplement.

""We hope in the future to either manipulate the gene to control DHEAS levels to slow the ageing process and halt disease, or to artificially increase DHEAS with supplements,"" added Dr Zhai.

The research team analysed DHEAS levels and 2.5million genetic variants in 14,846 people across Europe and the USA.

They found eight common genes that control the blood concentration of DHEAS and, importantly, some of these genes are associated with ageing and common age-related diseases such as Type 2 diabetes and lymphoma.

Professor Tim Spector, senior co-author from King's College, said: ""For 50 years we have observed the most abundant circulating steroid in the body with no clue as to its role.

""Now its genes have shown us its importance in many parts of the ageing process.""

The authors published their work in the journal PLoS Genetics.

Last night, other experts welcomed the work but sounded a note of caution that it did not mean the UK was on the verge of producing an anti-ageing pill.

Professor Anne McArdle, of the School of Clinical Sciences at the University of Liverpool, said there was still not hard evidence that DHEAS controlled ageing.

Even then, she said, much more research would be needed to find out how doctors could manipulate it for medicinal use.

""The jury is still out on whether it controls ageing,"" she added.

'We hope in the future to slow the ageing process'","{""PLoS Genetics"": 1}","{""Guangju Zhai"": 1, ""Zhai"": 1, ""Tim Spector"": 1, ""Anne McArdle"": 1}","{""King's College London"": 1, ""DHEAS"": 1, ""King's College"": 2, ""PLoS Genetics"": 1, ""the School of Clinical Sciences"": 1, ""the University of Liverpool"": 1}","{""Guangju Zhai"": 1, ""Zhai"": 2, ""Tim Spector"": 1}","{""King's College London"": 1, ""King's College"": 3, ""PLoS Genetics"": 1, ""DHEAS"": 1, ""the School of Clinical Sciences"": 1, ""the University of Liverpool"": 1}"
08-11-008_telegraph,2011-04-15,Genetic link to speed of ageing and Longevity;,"Longevity genes that may control the speed of ageing have been found by scientists.

They have pinpointed eight genetic variations that control the production of a hormone linked to old age.

The eight genes control levels of the hormone, but by the time we reach 85, the body contains about five per cent of the peak amount we have in our twenties.

The results, published in PLoS Genetics journal, identified genes that controlled the concentration of DHEAS, with some associated with ageing.","{""PLoS Genetics journal"": 1}",{},"{""PLoS Genetics"": 1}",,"{""PLoS Genetics"": 1}"
04-11-012_dailymail,2011-11-15,"Women with high IQs 'more likely to take illegal drugs in their thirties'

They are more open to new experiences

Intelligent women 'don't believe they are at risk trying drugs once or twice'","Women with high IQs are far more likely to take cannabis, cocaine and ecstasy in their thirties, a study has found.

Researchers think they are more open to new experiences so are more willing to experiment with illegal substances.

The study by Dr James White from Cardiff University found that women with higher than average IQ scores were twice as likely to have taken drugs such as cannabis, cocaine, ecstasy and amphetamines in their thirties than those with lower scores.



Dr White looked at the records of 8,000 people dating back to the 1970s who had  all had their IQ measured at the ages of five and ten.

They had also answered questions about whether they had taken any drugs when they were 16 and again when they were 30.

 The study, published in the Journal of Epidemiology and Community Health, found that women aged 30 who had higher than average IQs – between 107 and 150 -  were more than twice as likely to have used illegal substances compared to  those with scores of less than 95.

An average IQ score is 100.



Men with high IQ scores were 50 per cent more likely to have used amphetamines, ecstasy, and several illicit drugs than those with low scores – so the link was  not as strong as amongst women.

Dr White said: 'If we were to speculate it could be that people with high IQs  tend to be more open to new experiences.

'They also don’t think they are at risk by just trying once or twice.'","{""Journal of Epidemiology and Community Health"": 1}","{""James White"": 1, ""White"": 2}","{""Cardiff University"": 1, ""the Journal of Epidemiology and Community Health"": 1}","{""James White"": 1, ""White"": 3}","{""Cardiff University"": 1, ""the Journal of Epidemiology and Community Health"": 1}"
04-11-012_telegraph,2011-11-15,"Clever children more likely to end up on drugs; 

Intelligent girls and boys are much more likely than average to take illegal drugs like cocaine, cannabis and ecstasy when they grow up, a study has found.","Scientists think they do so in part as a ""coping strategy"" to avoid bullying from their peers, and partially because they find life boring. 

The effect is more pronounced in girls than boys, with those exhibiting high IQs as children more than twice as likely to have tried cocaine or cannabis by the age of 30, as those of lower intelligence.  

The effect in boys with high IQs is also marked, with them being around 50 per cent more likely to have done so by that age as their less intelligent former classmates. 

A team at Cardiff University analysed data from almost 8,000 people born in one week in April 1970, who were enrolled at birth in the ongoing British Cohort Study, which follows participants through life. 

All these children had their IQs tested between the age of five and 10. 

Drug use, as reported by the participants themselves, was then recorded at 16 and 30 years of age. 

At 16, 7.0 per cent of boys and 6.3 per cent of girls had used cannabis. 

This minority had ""statistically significant higher mean childhood IQ scores"" than non-users, according to the authors of the report, published in the Journal of Epidemiology and Community Health.

At 30, 35.4 per cent of men and 15.9 per cent of women had used cannabis, while the figures for cocaine were 8.6 and 3.6 per cent respectively. 

The authors noted: ""Across most drugs (except amphetamine in men), men and women who reported using in the past 12 months had a significantly higher childhood IQ score than those who reported no use.""

They concluded: ""High childhood IQ may increase the risk of substance abuse in early adulthood.""

The study did not look into why this was the case, although it did not fine any relationship between the social class of the participants' parents and future drug use. 

However, the authors noted that other studies suggested ""intellectually 'gifted children' [with an IQ higher than 130] report high levels of boredom and being stigmatised by peers, either of which could conceivably increase vulnerability to using drugs as an avoidant coping strategy"". 

Dr James White of Cardiff University's Centre for Development and Evaluation of Complex Interventions for Public Health Understanding, said: ""Although it is not yet clear exactly why there should be a link between high IQ and illicit drug use, previous research has shown that people with a high IQ are more open to new experiences and keen on novelty and stimulation.""","{""Journal of Epidemiology and Community Health"": 1}","{""James White"": 1}","{""Cardiff University"": 1, ""British Cohort Study"": 1, ""the Journal of Epidemiology and Community Health"": 1, ""Cardiff University's"": 1, ""Centre for Development and Evaluation of Complex Interventions for Public Health Understanding"": 1}",,"{""Cardiff University"": 2, ""British Cohort Study"": 1, ""the Journal of Epidemiology and Community Health"": 1, ""Cardiff University's"": 1, ""Centre for Development and Evaluation of Complex Interventions for Public Health Understanding"": 1}"
